id,loc_name,agg,type,Key Statistics: Total Households,Main source of household drinking water: metered SIWA drinking water,Main source of household drinking water: communal standpipe,Main source of household drinking water: private water tank,Main source of household drinking water: communal water tank,Main source of household drinking water: well - protected,Main source of household drinking water: well - unprotected,Main source of household drinking water: river or stream,Main source of household drinking water: bottled water,Main source of household drinking water: other source of drinking water,Main source of household washing water: piped - private,Main source of household washing water: piped - shared,Main source of household washing water: communal standpipe,Main source of household washing water: well - protected,Main source of household washing water: well - unprotected,Main source of household washing water: private water tank,Main source of household washing water: communal water tank,Main source of household washing water: sea water,"Main source of household washing water: river, lake or stream water",Main source of household washing water: other source of washing water,Main type of household toilet facility: flush toilets - private,Main type of household toilet facility: flush toilets - shared,Main type of household toilet facility: water sealed toilets - private,Main type of household toilet facility: water sealed toilets - shared,Main type of household toilet facility: pit latrines - private,Main type of household toilet facility: pit latrines - shared,Main type of household toilet facility: other toilets,Main type of household toilet facility: no toilets,Main source of household lighting: Main Grid,Main source of household lighting: Own Generator,Main source of household lighting: solar,Main source of household lighting: gas,Main source of household lighting: kerosene lamp,Main source of household lighting: coleman lamp,Main source of household lighting: Wood or Coconut,Main source of household lighting: other lighting,Main source of household lighting: no lighting,Main source of household cooking energy: Electricity from Main Grid,Main source of household cooking energy: Kerosene,Main source of household cooking energy: Wood or Coconut,Main source of household cooking energy: Charcoal,Main source of household cooking energy: Gas,Main source of household cooking energy: other cooking fuels,Households involvement in growing food: subsistence only,Households involvement in growing food: sale only,Households involvement in growing food: subsistence and sale,Households involvement in growing food: not growing food,Households involvement in growing food: No response,Households involvement in fishing: subsistence only,Households involvement in fishing: sale only,Households involvement in fishing: subsistence and sale,Households involvement in fishing: Households not fishing,Household money received from remittances: None,Household money received from remittances: unknown or not applicable,Household money received from remittances: 1 - 499 S.I. dollars,Household money received from remittances: 500 - 999 S.I. dollars,Household money received from remittances: 1000 - 1499 S.I. dollars,Household money received from remittances: more than 1500 S.I. dollars,Main source of household income in last 12 months: No income,Main source of household income in last 12 months: Wages Salary,Main source of household income in last 12 months: Own business,Main source of household income in last 12 months: Sale fish crop craft,Main source of household income in last 12 months: Land lease,Main source of household income in last 12 months: House rent,Main source of household income in last 12 months: Remittances,Main source of household income in last 12 months: Other source
612,Birao,Ward,Total,588,14,221,69,65,4,0,205,3,7,19,90,166,68,7,10,2,5,201,20,8,1,17,12,8,6,137,399,6,6,73,0,477,0,4,20,2,0,0,578,5,4,1,298,2,250,9,29,236,8,267,77,402,26,117,29,10,4,13,59,48,372,1,2,11,82
613,Valasi,Ward,Total,272,0,38,0,0,0,3,227,0,4,0,0,36,0,0,0,0,0,236,0,0,0,1,0,98,44,66,63,0,0,1,0,260,5,0,0,6,0,0,272,0,0,0,118,0,127,9,18,110,1,66,95,215,7,28,16,3,3,48,8,8,126,1,0,2,79
614,Kolokarako,Ward,Total,280,0,0,4,3,0,0,271,0,2,0,0,0,0,0,0,1,0,279,0,0,0,0,0,69,43,162,6,0,2,18,0,193,0,12,55,0,2,0,276,0,0,2,136,0,105,13,26,139,0,18,123,243,16,18,2,1,0,18,37,33,161,4,5,6,16
615,Longgu,Ward,Total,654,0,39,11,32,56,67,445,0,4,1,2,21,12,9,0,0,0,609,0,0,0,7,5,19,11,128,484,0,1,9,3,638,0,2,0,1,0,0,652,0,0,2,100,2,463,21,68,125,1,384,144,546,35,51,16,4,2,6,51,45,370,0,3,17,162
616,Aola,Ward,Total,758,1,10,73,269,80,70,248,0,7,0,1,0,87,113,5,1,0,551,0,1,2,23,0,201,18,145,368,0,2,10,0,743,1,0,2,0,1,0,757,0,0,0,294,6,381,21,56,359,1,188,210,657,15,55,22,5,4,10,47,50,455,1,4,4,187
617,Paripao,Ward,Total,604,0,187,9,12,46,96,252,1,1,0,0,12,22,4,2,1,0,563,0,4,0,85,11,323,36,140,5,12,16,70,2,488,0,2,14,0,0,0,602,0,2,0,238,4,275,23,64,393,3,6,202,474,26,61,11,17,15,5,99,16,349,0,2,17,116
618,East Tasimboko,Ward,Total,1419,4,137,53,99,253,326,217,1,329,46,293,28,159,111,3,1,2,726,50,96,243,43,17,311,80,516,113,316,6,26,0,1064,0,0,6,1,0,1,1394,0,19,5,321,4,758,171,165,592,5,273,549,1162,210,16,7,7,17,36,394,34,382,2,6,1,564
619,Vulolo,Ward,Total,911,0,141,5,2,9,19,705,0,30,1,71,70,9,0,4,5,0,743,8,14,0,2,18,104,50,336,387,0,31,28,2,841,0,1,4,4,2,2,889,0,18,0,591,0,162,113,45,606,0,12,293,736,27,125,15,8,0,25,95,50,100,0,0,1,640
620,Malango,Ward,Total,1749,153,117,251,176,91,225,525,69,142,117,34,21,192,294,29,11,0,1004,47,191,24,221,102,658,126,159,268,213,69,74,2,1349,7,0,30,5,7,12,1569,9,148,4,793,27,748,112,69,723,2,46,978,1199,63,349,59,48,31,14,703,118,539,2,28,10,335
621,West Ghaobata,Ward,Total,976,0,159,111,314,303,54,30,0,5,31,140,110,353,74,48,27,0,193,0,105,189,61,17,216,67,183,138,259,14,16,0,681,0,3,3,0,4,3,933,0,36,0,276,8,516,94,82,285,1,135,555,774,80,72,26,15,9,9,406,35,387,2,10,3,124
622,East Ghaobata,Ward,Total,807,0,177,76,196,141,79,127,2,9,106,82,27,138,112,11,30,0,300,1,145,84,42,23,121,43,176,173,208,20,26,2,547,0,4,0,0,3,3,706,0,91,4,155,2,466,118,66,247,3,143,414,761,23,11,5,3,4,10,319,38,307,2,4,2,125
701,Auki,Ward,Total,873,313,160,66,165,2,0,71,4,92,343,44,111,33,63,28,29,0,169,53,319,10,127,18,40,46,202,111,328,7,18,2,506,1,0,8,3,12,31,689,4,133,4,389,3,50,395,36,71,2,132,668,591,31,151,41,28,31,23,471,80,127,0,17,32,123
702,Aimela,Ward,Total,1338,22,393,102,257,182,23,292,0,67,140,181,196,209,111,37,15,0,433,16,94,7,172,26,469,396,173,1,96,7,43,1,1148,9,0,33,1,0,2,1302,1,30,3,467,2,759,50,60,109,0,85,1144,1024,37,143,85,32,17,29,358,57,204,1,10,70,609
703,Buma,Ward,Total,1049,0,622,25,88,0,0,311,0,3,98,197,293,20,1,12,1,1,425,1,18,1,153,7,126,565,174,5,10,1,27,2,998,0,0,8,3,2,3,1037,1,5,1,157,11,769,28,84,59,1,276,713,803,99,90,33,12,12,49,130,20,626,0,5,9,210
704,Fauabu,Ward,Total,1534,0,808,13,57,6,16,462,0,172,36,192,633,6,18,3,18,0,554,74,24,6,90,10,251,771,349,33,0,2,29,0,1486,0,3,13,1,0,2,1532,0,0,0,434,3,1008,29,60,148,0,369,1017,1135,32,295,49,23,0,35,137,37,565,0,3,30,727
705,West Baegu  - Fatale,Ward,Total,454,1,242,0,0,14,0,190,0,7,10,70,162,3,0,0,0,0,201,8,2,0,2,0,96,116,237,1,0,1,15,0,404,0,0,31,3,0,0,453,0,1,0,147,0,239,11,57,46,0,147,261,305,32,94,15,5,3,7,22,30,244,0,0,3,148
706,Mandalua - Folotana,Ward,Total,546,0,291,1,1,2,0,205,0,46,74,166,69,0,0,2,2,1,200,32,0,0,21,5,107,104,266,43,7,1,65,0,429,0,6,37,1,2,5,536,2,1,0,228,4,217,27,70,55,0,145,346,352,50,90,36,14,4,49,39,34,291,0,4,24,105
707,Foondo - Gwaiau,Ward,Total,1135,0,735,8,42,8,1,279,0,62,18,91,621,10,0,13,42,0,274,66,5,1,45,12,375,141,282,274,2,0,37,0,1014,1,1,77,3,1,0,1132,0,2,0,478,3,553,29,72,103,6,202,824,948,29,89,45,22,2,132,98,37,383,0,3,12,470
708,Malu'U,Ward,Total,851,0,570,4,37,65,0,67,1,107,185,138,325,91,12,3,1,0,78,18,56,0,63,3,199,82,438,10,44,4,68,9,655,2,14,52,3,0,1,835,1,14,0,482,6,246,35,82,185,10,222,434,565,53,132,43,45,13,31,122,52,239,1,6,47,353
709,Matakwalao,Ward,Total,558,0,238,5,2,2,0,187,3,121,79,95,131,1,1,4,0,0,240,7,13,1,18,3,287,173,56,7,0,0,34,0,445,0,1,77,1,0,0,555,0,3,0,169,4,309,17,59,16,0,127,415,336,24,134,44,15,5,38,41,40,122,0,2,37,278
710,Takwa,Ward,Total,1802,1,784,22,25,1,0,933,1,35,29,231,405,2,4,10,18,2,1039,62,25,3,21,13,283,996,200,261,0,3,278,4,1159,7,6,330,15,1,4,1789,0,6,2,508,10,1143,32,109,240,3,504,1055,1215,50,333,92,69,43,54,143,52,1068,0,4,53,428
711,East Baegu,Ward,Total,839,0,227,8,3,0,0,524,0,77,7,52,148,18,0,5,1,3,540,65,7,0,3,5,34,541,95,154,0,1,75,7,727,1,4,21,3,3,0,833,0,3,0,150,1,590,83,15,151,1,331,356,775,3,25,18,10,8,83,42,22,434,0,5,4,249
712,Fouenda,Ward,Total,321,0,89,20,100,11,2,15,84,0,0,0,56,27,108,9,11,14,94,2,3,0,2,0,0,19,246,51,0,0,37,0,268,0,0,16,0,0,0,320,0,1,0,167,0,138,9,7,22,2,252,45,204,6,70,17,17,7,17,5,3,201,0,0,6,89
713,Sulufou - Kwarande,Ward,Total,157,0,32,2,13,0,0,109,1,0,0,6,28,0,1,0,1,0,121,0,0,0,0,0,0,0,153,4,0,0,40,0,113,0,0,4,0,0,0,157,0,0,0,87,0,59,8,3,23,1,102,31,129,1,10,11,2,4,5,3,3,129,0,0,2,15
714,Sububenu- Burianias,Ward,Total,884,0,176,21,123,1,2,518,0,43,40,67,116,5,47,1,15,0,589,4,0,1,0,11,132,399,271,70,1,2,125,0,739,0,2,14,1,1,0,878,1,3,1,300,7,543,13,21,255,2,400,227,705,3,100,44,22,10,39,73,14,529,0,2,0,227
715,Nafinua,Ward,Total,765,0,249,90,78,18,0,330,0,0,15,19,162,75,6,15,5,0,467,1,18,6,12,0,372,243,92,22,0,1,77,1,629,0,0,56,1,0,0,761,0,4,0,251,1,476,20,17,178,0,70,517,570,8,135,30,15,7,30,77,31,497,1,0,6,123
716,Faumamanu - Kwai,Ward,Total,648,0,263,50,95,1,0,238,0,1,15,46,222,49,0,28,19,0,262,7,8,1,15,0,105,358,159,2,0,1,75,0,565,0,0,7,0,0,0,648,0,0,0,215,12,371,26,24,104,15,108,421,442,4,123,43,31,5,22,42,41,333,0,3,2,205
717,Gulalafou,Ward,Total,1081,0,493,31,9,0,24,524,0,0,36,44,403,3,95,5,8,0,485,2,36,0,1,0,102,639,301,2,25,1,275,5,641,0,49,80,5,4,0,1072,1,3,1,595,2,401,33,50,192,2,245,642,825,44,100,50,29,33,160,87,180,256,0,4,6,388
718,Waneagu - Taelanasin,Ward,Total,636,0,264,7,26,22,0,317,0,0,14,49,185,20,1,8,24,0,334,1,0,0,3,0,149,235,95,154,0,2,101,0,502,0,22,7,2,2,0,634,0,0,0,249,1,354,11,21,128,2,218,288,461,11,101,46,8,9,177,31,24,314,0,2,49,39
719,Aiaisi,Ward,Total,561,1,403,9,3,1,3,107,0,34,44,88,282,0,5,4,1,0,116,21,4,1,20,18,3,14,398,103,193,3,70,2,289,0,1,3,0,2,3,554,0,1,1,262,3,260,14,22,157,3,241,160,401,24,56,47,25,8,23,44,43,297,0,1,23,130
720,Areare,Ward,Total,544,0,412,3,6,0,0,116,0,7,8,27,380,2,1,1,0,2,120,3,22,2,38,6,2,0,394,80,0,0,54,0,482,1,3,3,1,0,0,543,0,0,1,107,0,386,18,33,104,2,367,71,464,13,23,21,16,7,14,45,58,353,0,1,8,65
721,Raroisuu,Ward,Total,867,0,307,11,8,1,0,538,0,2,7,6,333,1,0,6,3,2,509,0,2,2,19,9,21,0,10,804,0,1,202,0,662,1,0,0,1,1,0,865,0,1,0,219,2,605,9,32,225,4,514,124,645,19,137,41,9,16,58,42,50,610,1,5,33,68
722,Aba - Asimeuru,Ward,Total,939,0,505,23,8,1,0,394,0,8,41,83,349,0,0,12,3,1,449,1,35,0,81,5,96,28,290,404,12,0,200,1,719,0,0,6,1,1,1,931,0,2,4,347,2,495,33,62,305,2,420,212,610,17,229,37,34,12,105,103,37,542,0,2,23,127
723,Asimae,Ward,Total,561,2,341,31,1,0,0,184,0,2,74,75,221,0,1,8,1,0,180,1,47,3,48,3,7,4,2,447,11,2,201,1,337,1,0,5,3,0,3,547,0,9,2,225,3,293,23,17,223,5,207,126,439,8,56,43,10,5,27,99,34,329,0,5,37,30
724,Mareho,Ward,Total,399,0,220,12,0,7,2,149,0,9,4,4,220,8,3,4,2,9,140,5,2,1,6,31,0,0,156,203,2,1,52,0,337,0,0,2,5,1,0,397,0,0,1,135,17,198,14,35,155,15,190,39,279,23,58,19,11,9,12,44,17,248,0,0,2,76
725,Tai,Ward,Total,787,4,604,13,2,0,1,113,7,43,6,76,531,49,3,1,0,2,113,6,14,10,8,7,6,19,301,422,4,10,139,2,614,0,2,12,4,1,10,769,0,5,2,305,10,429,22,21,271,10,288,218,676,23,49,23,9,7,15,118,76,314,1,5,3,255
726,Kwarekwareo,Ward,Total,318,0,126,68,28,1,1,90,2,2,17,28,82,18,56,6,1,0,108,2,24,1,0,0,1,3,40,249,20,10,51,0,234,1,0,1,1,0,0,305,0,12,1,231,4,67,11,5,112,5,54,147,270,7,19,10,3,9,14,88,22,88,0,1,2,103
727,Siesie,Ward,Total,656,0,134,118,153,53,6,188,0,4,0,1,42,178,70,14,1,0,348,2,0,0,2,4,24,21,174,431,9,2,61,5,547,0,16,14,2,0,9,646,0,0,1,199,1,415,17,24,194,2,266,194,597,10,31,11,3,4,21,77,14,429,1,14,6,94
728,Weagu Silana Sina,Ward,Total,806,0,280,128,105,25,1,266,0,1,32,234,192,55,16,3,2,0,272,0,8,28,45,32,87,351,249,6,4,0,47,2,632,1,97,21,2,0,0,802,0,3,1,282,3,419,19,83,193,5,198,410,608,83,83,19,7,6,58,74,19,440,0,10,8,197
729,Kwaimela - Radefasu,Ward,Total,1767,36,1019,126,101,7,12,322,47,97,257,344,532,140,57,40,13,3,370,11,116,20,189,53,358,416,284,331,58,6,74,3,1609,0,0,12,5,0,1,1759,1,6,0,924,4,697,68,74,364,3,201,1199,1122,98,273,145,63,66,18,226,91,707,9,33,46,637
730,Langalanga,Ward,Total,341,1,92,105,45,0,0,50,3,45,4,42,45,69,21,48,3,65,26,18,12,4,17,6,55,11,45,191,1,5,18,0,315,0,0,2,0,0,2,339,0,0,0,262,1,29,41,8,130,3,75,133,199,0,61,48,24,9,55,50,53,45,0,7,0,131
731,Luaniua,Ward,Total,216,2,1,75,133,0,0,0,0,5,0,0,1,151,59,1,0,0,0,4,0,0,1,0,0,0,211,4,0,0,206,1,0,0,1,4,4,0,0,214,0,1,1,153,1,6,55,1,178,7,8,23,213,3,0,0,0,0,2,0,13,2,0,0,1,198
732,Pelau,Ward,Total,128,0,0,37,91,0,0,0,0,0,0,0,0,0,122,3,0,0,0,3,0,0,0,0,0,0,0,128,0,0,125,0,2,0,0,1,0,0,0,122,0,5,1,99,0,7,22,0,120,0,1,7,119,0,1,4,1,3,2,8,4,109,0,0,0,5
733,Sikaiana,Ward,Total,60,0,0,15,44,0,0,0,0,1,0,0,0,10,47,1,2,0,0,0,1,0,0,0,0,0,3,56,0,0,50,0,4,0,0,6,0,0,0,60,0,0,0,34,0,23,3,0,56,0,1,3,52,3,0,5,0,0,0,3,2,0,0,0,0,55
801,North Ulawa,Ward,Total,217,0,204,0,0,0,0,12,0,1,48,20,135,0,0,0,0,0,14,0,0,1,8,2,47,6,113,40,0,0,44,0,173,0,0,0,0,0,0,217,0,0,0,89,1,107,3,17,106,0,58,53,181,22,2,4,3,5,36,5,13,55,0,0,7,101
802,South Ulawa,Ward,Total,275,0,236,3,0,2,0,26,0,8,97,82,49,1,1,0,0,0,39,6,5,0,32,2,1,0,184,51,0,0,21,0,228,4,2,19,1,0,0,273,0,2,0,165,0,95,6,9,108,2,93,72,213,5,31,16,1,9,11,33,13,82,0,1,6,129
803,West Ulawa,Ward,Total,202,2,155,1,1,0,0,7,0,36,68,57,55,0,0,1,1,0,20,0,7,1,35,2,0,0,57,100,0,1,23,0,156,3,2,14,3,0,0,202,0,0,0,117,2,74,5,4,91,0,51,60,137,5,41,14,4,1,17,20,19,71,0,0,3,72
804,Ugi And Pio,Ward,Total,207,0,159,3,3,0,0,40,0,2,0,1,157,0,0,0,0,0,48,1,1,0,2,2,2,0,0,200,1,0,9,0,195,1,1,0,0,0,0,206,0,0,1,151,1,45,3,7,172,0,21,14,193,3,3,6,1,1,6,13,8,142,1,0,4,33
805,Arosi South,Ward,Total,545,3,384,18,18,4,4,102,0,12,1,66,306,3,6,2,2,1,144,14,3,1,2,0,6,3,465,65,15,22,32,1,448,0,1,25,1,12,0,530,0,1,2,161,5,304,42,33,185,5,213,142,356,20,107,30,20,12,23,120,67,220,0,0,10,105
806,Arosi West,Ward,Total,388,0,213,11,21,0,0,138,0,5,3,61,170,0,0,4,1,0,147,2,5,1,5,2,12,6,20,337,4,2,21,0,286,0,0,41,34,7,0,376,0,4,1,205,8,153,16,6,207,4,87,90,345,3,26,7,5,2,20,44,24,272,0,0,0,28
807,Arosi North,Ward,Total,405,0,120,13,16,0,0,255,0,1,0,20,116,12,0,1,3,1,249,3,1,0,15,1,1,0,207,180,0,1,19,0,322,7,2,53,1,0,0,405,0,0,0,174,0,187,9,35,202,1,105,97,298,8,66,24,8,1,26,33,21,259,1,2,5,58
808,Arosi East,Ward,Total,383,0,120,9,3,3,0,243,2,3,5,31,63,2,0,1,0,0,281,0,1,0,0,0,5,0,301,76,0,6,26,0,245,2,1,82,21,0,0,378,2,1,2,241,0,103,12,27,200,0,74,109,204,6,100,26,29,18,5,40,28,155,0,2,5,148
809,Bauro West,Ward,Total,691,1,429,24,3,0,0,196,0,38,64,148,236,1,0,1,0,0,232,9,24,0,18,73,37,13,331,195,32,6,65,2,574,1,1,9,1,1,1,682,0,2,5,303,3,320,12,53,346,1,187,157,623,9,23,17,10,9,43,141,29,277,1,2,4,194
810,Bauro Central,Ward,Total,742,7,398,61,128,5,0,118,1,24,172,69,320,5,11,2,1,0,118,44,167,24,33,1,22,5,160,330,176,0,35,0,472,1,2,51,5,4,0,707,0,27,4,353,2,310,40,37,325,0,94,323,616,13,57,21,13,22,14,251,43,316,7,9,6,96
811,Bauro East,Ward,Total,265,3,83,10,10,1,0,158,0,0,1,29,79,3,0,0,0,0,153,0,4,5,11,36,10,1,86,112,1,0,10,0,249,0,3,2,0,4,0,261,0,0,0,136,5,121,3,0,201,7,30,27,190,3,27,28,9,8,5,26,22,121,0,0,6,85
812,Wainoni West,Ward,Total,367,0,88,5,75,0,11,170,0,18,4,25,50,0,12,1,1,0,246,28,3,0,7,114,3,1,142,97,0,2,12,0,334,0,11,5,3,1,0,363,0,2,1,95,0,207,24,41,124,1,144,98,343,8,14,1,0,1,5,32,52,167,0,0,3,108
813,Wainoni East,Ward,Total,470,0,203,2,25,0,0,229,0,11,3,16,162,3,0,1,2,0,241,42,3,4,19,29,1,4,231,179,0,1,0,1,462,1,0,2,3,0,1,468,0,0,1,168,7,226,33,36,228,1,98,143,293,119,42,15,1,0,61,27,17,131,1,0,1,232
814,Star Harbour North,Ward,Total,526,9,166,32,59,20,2,227,0,11,21,65,129,5,0,2,0,0,300,4,4,4,11,3,0,0,84,420,0,0,14,3,418,1,30,54,6,0,0,525,0,0,1,127,3,373,11,12,174,0,296,56,434,4,52,19,9,8,5,51,11,345,2,2,8,102
815,Santa Ana,Ward,Total,288,1,159,40,62,2,0,6,13,5,11,47,128,7,73,5,0,0,17,0,7,0,21,0,4,0,41,215,0,0,13,0,241,31,0,2,1,0,1,286,0,1,0,123,2,143,13,7,137,0,99,52,202,13,43,20,7,3,18,12,13,227,0,3,4,11
816,Santa Catalina,Ward,Total,167,2,0,0,165,0,0,0,0,0,0,0,0,0,165,0,2,0,0,0,0,0,0,0,0,0,26,141,0,0,4,0,133,17,3,9,1,0,0,167,0,0,0,72,0,89,3,3,61,2,71,33,143,4,10,4,5,1,9,9,7,133,0,0,5,4
817,Star Harbour South,Ward,Total,187,1,26,1,0,0,0,155,0,4,1,1,15,0,0,1,0,0,168,1,1,0,0,0,1,0,45,140,0,0,2,0,182,0,1,2,0,0,0,187,0,0,0,53,0,114,3,17,74,1,103,9,144,20,15,6,1,1,0,10,7,91,0,0,2,77
818,Rawo,Ward,Total,114,0,41,0,0,0,0,71,0,2,2,4,8,0,0,0,0,0,97,3,1,1,0,0,0,0,77,35,0,2,12,0,96,0,0,3,1,0,0,114,0,0,0,76,0,32,4,2,79,1,24,10,38,6,20,10,13,27,1,12,3,23,0,0,0,75
819,Weather Coast,Ward,Total,297,1,183,1,1,0,0,108,0,3,0,2,101,0,0,0,0,0,194,0,0,0,2,47,2,0,104,142,1,3,28,0,162,3,1,96,3,0,1,296,0,0,0,283,0,2,4,8,232,1,3,61,243,11,19,17,5,2,5,17,50,10,0,1,8,206
820,Haununu,Ward,Total,437,1,215,6,13,0,2,197,0,3,1,14,210,1,4,1,0,0,204,2,1,1,2,0,0,2,0,431,35,2,34,1,359,2,1,2,1,1,4,425,0,7,0,243,0,121,29,44,277,2,110,48,322,45,36,11,10,13,5,111,12,196,1,6,3,103
901,Fenualoa,Ward,Total,279,0,0,49,230,0,0,0,0,0,0,0,0,29,97,60,52,41,0,0,0,0,10,1,0,0,50,218,0,1,17,0,257,0,3,1,0,0,0,279,0,0,0,109,1,149,7,13,95,0,146,38,221,1,31,20,6,0,16,21,22,158,0,0,17,45
902,Polynesian Outer Islands,Ward,Total,90,0,0,2,87,1,0,0,0,0,0,0,0,20,66,1,0,3,0,0,0,0,0,0,0,0,53,37,0,0,0,0,74,0,0,16,0,0,0,90,0,0,0,70,0,10,6,4,59,0,18,13,84,0,5,0,1,0,5,3,3,16,0,0,0,63
903,Nipua-Nopoli,Ward,Total,173,0,0,46,27,1,6,0,0,93,0,0,0,1,50,28,0,88,0,6,1,0,6,2,0,0,18,146,0,0,10,0,162,0,0,1,0,0,0,173,0,0,0,35,1,123,4,10,60,1,92,20,148,3,12,5,2,3,10,15,2,116,1,0,13,16
904,Lipe-Temua,Ward,Total,158,0,1,17,74,1,55,0,0,10,0,0,1,51,23,20,0,63,0,0,0,0,2,1,1,0,11,143,0,0,3,0,153,0,0,2,0,0,0,158,0,0,0,10,1,141,2,4,23,0,83,52,139,9,2,2,6,0,1,9,3,89,0,0,3,53
905,Manuopo,Ward,Total,209,0,61,27,7,1,54,0,0,59,0,0,61,0,125,18,1,2,0,2,6,0,5,2,4,5,0,187,0,0,15,0,181,0,1,12,0,0,0,208,0,0,1,47,0,155,0,7,114,2,80,13,160,8,28,11,2,0,6,21,6,121,0,3,5,47
906,Nenumpo,Ward,Total,250,1,1,55,115,15,62,0,0,1,0,0,0,23,112,11,1,22,70,11,5,0,1,0,1,0,32,211,0,2,6,0,174,17,28,21,2,0,0,248,0,2,0,48,4,182,15,1,51,3,152,44,232,0,8,6,4,0,13,16,7,162,0,0,10,42
907,Nevenema,Ward,Total,212,0,0,1,0,1,0,2,0,208,0,0,0,0,1,1,0,106,100,4,1,0,0,0,2,0,1,208,0,0,7,1,196,4,1,2,1,0,0,211,0,1,0,25,1,183,3,0,65,1,124,22,160,0,48,4,0,0,1,32,5,158,0,1,2,13
908,Luva Station,Ward,Total,421,0,72,143,75,0,62,1,0,68,11,27,15,1,115,122,5,25,24,76,38,21,44,32,2,0,49,235,98,0,21,0,300,0,0,2,0,2,4,398,0,17,0,144,4,232,33,8,170,3,135,113,313,18,41,27,6,16,5,195,21,106,1,4,8,81
909,Graciosa Bay,Ward,Total,254,0,228,3,2,0,0,10,10,1,24,41,174,0,0,5,2,1,7,0,41,18,6,48,8,1,44,88,3,3,19,0,228,0,1,0,0,0,0,249,0,5,0,47,0,198,2,7,68,0,70,116,207,12,15,10,10,0,3,90,10,144,0,0,5,2
910,Nea-Noole,Ward,Total,382,0,171,42,138,0,0,18,0,13,0,0,172,5,0,30,130,3,19,23,3,4,7,1,14,4,6,343,0,1,6,0,370,0,0,5,0,0,1,381,0,0,0,13,1,347,7,14,64,1,240,77,346,4,20,2,4,6,8,47,1,319,0,3,4,0
911,North East Santa Cruz,Ward,Total,349,1,235,13,29,0,2,64,0,5,2,10,213,0,0,2,2,16,103,1,2,3,1,1,7,1,70,264,15,1,12,0,318,0,0,3,0,2,0,347,0,0,0,41,1,291,1,15,134,2,186,27,309,8,14,7,7,4,7,45,35,248,0,0,0,14
912,Nanggu-Lord Howe,Ward,Total,339,0,166,12,34,0,3,122,0,2,0,6,168,4,33,9,9,2,106,2,0,0,0,0,0,0,32,307,0,0,17,1,291,0,19,11,0,0,0,339,0,0,0,49,0,278,3,9,68,1,249,21,300,4,19,10,6,0,4,44,9,240,0,0,5,37
913,Duff Islands,Ward,Total,126,0,106,1,0,0,0,8,0,11,12,14,87,1,0,0,0,6,5,1,0,1,0,0,1,0,2,122,0,0,73,0,45,0,8,0,0,1,0,125,0,0,0,70,0,47,8,1,74,0,40,12,94,8,15,3,3,3,19,7,6,59,8,0,15,12
914,Utupua,Ward,Total,232,1,191,5,7,1,1,25,0,1,3,0,199,0,0,4,0,3,20,3,0,0,0,0,0,0,23,209,0,0,96,0,130,1,3,1,1,0,1,231,0,0,0,143,1,74,5,9,153,1,62,16,221,2,8,0,1,0,5,13,12,106,0,0,0,96
915,Vanikoro,Ward,Total,266,1,167,9,4,0,0,84,0,1,2,30,145,0,4,3,1,1,79,1,0,0,2,0,0,0,1,263,0,0,98,0,152,0,4,11,1,0,6,259,0,0,1,138,0,95,8,25,165,0,86,15,220,18,20,6,2,0,13,13,17,125,0,0,0,98
916,Tikopia,Ward,Total,262,0,255,1,4,0,0,1,0,1,0,1,232,0,0,1,1,0,25,2,2,0,0,0,0,0,84,176,0,0,122,0,132,0,0,8,0,0,0,262,0,0,0,191,0,43,6,22,209,1,43,9,184,11,31,22,10,4,39,19,2,87,0,0,26,89
917,Neo,Ward,Total,301,0,1,22,210,61,5,0,0,2,0,1,1,56,223,7,5,6,1,1,0,0,5,1,0,0,4,291,0,0,10,0,268,0,0,23,0,1,0,300,0,0,0,30,1,254,5,11,85,0,193,23,268,5,14,7,3,4,4,22,5,251,0,3,7,9
1,Choiseul,Province,Proportion,100,0.04,30.05,24.13,17.83,0.3,0.04,25.13,0.42,2.06,1.89,6.37,39.28,4.22,6.05,5.48,1.42,0.02,34.38,0.89,3.99,1.38,5.11,1.1,2.55,0.57,12.8,72.5,4.12,1.1,10.14,0.4,82.11,0.36,0.04,1.61,0.11,0.17,0.49,97.37,0.23,1.57,0.17,35.1,0.15,56.09,5.75,2.91,37.14,0.17,41.96,20.73,59.25,1.55,22.30,8.66,4.44,3.80,1.87,18.93,4.37,51.85,0.13,0.34,4.37,18.15
10,Honiara,Province,Proportion,100,75.39,3.91,9.59,1.49,0.47,2.62,4.69,1.04,0.81,61.28,25.55,2.49,0.58,2.44,1.55,0.21,0,4.85,1.04,54.13,9.19,13.29,6.14,11.01,3.42,1.5,1.33,64.36,0.35,2.25,0.14,31.57,0.4,0.03,0.67,0.23,3.69,2.91,53.01,1.46,36.53,2.41,33.04,0.79,6.68,53.51,5.98,5.46,0.65,2.09,91.8,79.95,7.85,2.97,2.57,2.26,4.40,0.84,77.76,8.72,4.38,0.6,1.99,0.53,5.18
